Process_Num,School_Attend_Code,State_Code,Cycle_Code,Tested_Own_School,School_Reported_Code,L_Name,F_Name,M_Initial,Doc_Id,DOB,Gender,Ethn_FedValues,Grade_Reported,Test_Dte,Grade_School_Header,Grade_Student_Grid,Eng,Mth,Rdg,Sci,Composite,STEM,E_Earn_Prod,E_Earn_Knlg,E_Earn_Conv,M_Earn_Higher,M_Earn_NumQ,M_Earn_Alg,M_Earn_Func,M_Earn_Geom,M_Earn_Stat,M_Earn_Essen,M_Earn_Mod,R_Earn_Ideas,R_Earn_Struc,R_Earn_Knlg,S_Earn_Data,S_Earn_Inv,S_Earn_Eval,Eng_Low,Eng_High,Mth_Low,Mth_High,Rdg_Low,Rdg_High,Sci_Low,Sci_High,Composite_Low,Composite_High,STEM_Low,STEM_High,Pred_ACT_Eng_Low,Pred_ACT_Eng_High,Pred_ACT_Mth_Low,Pred_ACT_Mth_High,Pred_ACT_Rdg_Low,Pred_ACT_Rdg_High,Pred_ACT_Sci_Low,Pred_ACT_Sci_High,Pred_ACT_Composite_Low,Pred_ACT_Composite_High,Pred_ACT_STEM_Low,Pred_ACT_STEM_High,USRnk_Sub_Engl,USRnk_Sub_Math,USRnk_Sub_Rdg,USRnk_Sub_Sci,USRnk_Comp,USRnk_STEM,C_Readiness,Best_Lan,Program_Of_Study,EdLevel_Mthr,EdLevel_Fthr,Partic_InstMus,Partic_VocMus,Partic_Pubs,Partic_Debate,Partic_Art,Partic_Theater,Partic_VAthl,Partic_Sci,Partic_Honors,Partic_Cheer,Partic_ServOrg,Partic_RacEthOrg,Partic_Abroad,Partic_PolOrg,Partic_RadioTV,Partic_RelOrg,Partic_ROTC,Partic_FratSor,Partic_StuGov,Partic_NotPartic,Clg_Outreach,WorkHrs,Highest_ed_exp,Career,EOS_OptIn,Results_Void,Help_EdPlan,Help_Writing,Help_Reading,Help_StudySk,Help_MathSk,Help_Computer,Help_Public_Speaking,IntInv_Responses,IntInv_MapReg1,IntInv_MapReg2,IntInv_MapReg3,IntInv_LikePerc,IntInv_IndiffPerc,IntInv_DislikePerc,IntInv_TechSta,IntInv_SciSta,IntInv_ArtSta,IntInv_SocSta,IntInv_BusCSta,IntInv_BusOpSta,IntInv_TechStd,IntInv_SciStd,IntInv_ArtStd,IntInv_SocStd,IntInv_BusCStd,IntInv_BusOpStd,IntInv_TechRnk,IntInv_SciRnk,IntInv_ArtRnk,IntInv_SocRnk,IntInv_BusCRnk,IntInv_BusOpRnk,English_9,English_10,English_11,English_12,English_Other,English_Other_2,English_Other_3,English_Credit,Algebra_1,Geometry,Algebra_2,Trigonometry,Pre_Calc,Calculus,Math_Other,Math_Other_2,Math_College_Prep_9,Math_College_Prep_10,Math_College_Prep_11,Math_College_Prep_12,Math_Credit,History_US,History_World,Gvt_Civics,Global_Studies,Geography,Economics,Psychology,Sociology,Social_Studies_Other,Social_Studies_Other_2,Social_Studies_Credit,General_Science,Biology_1,Biology_2,Chemistry_1,Chemistry_2,Physics,Anat_Phys,Natural_Science_Other,Natural_Science_Other_2,Natural_Science_Credit,Spanish_Credit,French_Credit,German_Credit,Lang_Other_Credit,IntCareer_Fit,G_HS_Avg,G_AllEng,G_AllMth,G_AllSocSt,G_AllNatSc,Core_Ind,Suppl_Local_Itms,Test_Form,Eng_Responses,Math_Responses,Read_Responses,Sci_Responses,Eng_Itm_Scores,Math_Itm_Scores,Read_Itm_Scores,Sci_Itm_Scores,Eng_Raw,Math_Raw,Read_Raw,Sci_Raw,Address1,City,State,Zip,Stu_ID_Num,Preid_Local_Items,Pred_PreACT_Eng_Low,Pred_PreACT_Eng_High,Pred_PreACT_Mth_Low,Pred_PreACT_Mth_High,Pred_PreACT_Rdg_Low,Pred_PreACT_Rdg_High,Pred_PreACT_Sci_Low,Pred_PreACT_Sci_High,Pred_PreACT_Composite_Low,Pred_PreACT_Composite_High,Pred_PreACT_STEM_Low,Pred_PreACT_STEM_High
V4549000,410935,41,913,Y,410935,lastName48,firstName48,m,7a3,19330704,f,4,10,20201007,10,10,10,15,16,18,15,17,05,04,06,06,01,01,01,02,01,04,03,07,01,02,07,03,04,08,12,14,16,14,18,16,20,14,16,16,18,11,16,14,18,15,20,17,22,15,18,17,20,20,31,38,57,37,50,,A,A,D,D,,,,1,,,1,,,,,1,,,,,,,,,N,A,G,*,Y,,N,Y,N,Y,Y,N,N,312311312121112311213111312221212211311311313211313121313311233311211213,08,09,10,026,022,051,4,7,2,5,6,4,44,61,36,51,57,46,26,86,8,54,75,35,14,63,0,0,0,0,0,1.5,63,0,0,0,0,0,0,0,0,0,0,0,1.0,64,64,0,0,0,0,0,0,0,0,2.0,0,63,0,0,0,0,0,0,0,1.0,1,1,1,,0,3.5,3.3,3.0,4.0,3.0,2,,20A,212334143324113111432332414423434121431331431,235314521511252423132312424512534125,4124424422422141232432344,123213421213443132242413233423,111011100100011000001110010010100000000000000,000110000100010000011000001010000101,0011110101010100100000001,111000001110011100111010100000,15,10,10,14,942413a1fd68e0e48bd26ac67573c572f3af735b54fe8f4043,5f22a30d8b8e5d9cd68f1921b341f7,32,0dd7633498,9823c0915a,,,,,,,,,,,,,
V4549000,410935,41,913,Y,410935,lastName49,firstName49,m,7a3,19780821,f,6,10,20201007,10,10,08,15,14,13,13,14,07,00,05,03,00,00,01,01,01,07,02,07,01,00,03,03,02,06,10,14,16,12,16,11,15,12,14,13,15,09,14,14,18,13,19,14,19,13,16,14,17,10,31,26,20,20,20,,A,A,H,H,,,,,,,,,,1,,,,,,,,,,,N,A,H,J,Y,,N,Y,N,Y,N,N,N,1331111 1   3113111122 311111113,,,,022,007,070,,,,,,,00,00,00,00,00,00,,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,,,,,0,,,,,,0,,20A,412333134121241123121211442222424322442212312,112431325525114132555241334241454522,4232314413233341312321314,134423221441412243334331234443,011010100000000001000000001010100000010110010,000000001110101111000000101000000000,0000000110001000010011011,100010101001000010000000101000,12,10,08,08,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca4,e3b0c44298fc1c149afbf4c8996fb9,e3,e3b0c44298,3513e92429,,,,,,,,,,,,,
V4549000,410935,41,913,Y,410935,lastName50,firstName50,m,7a3,19360408,0,4,10,20201007,10,10,14,15,21,13,16,14,05,05,10,04,00,01,02,01,00,06,04,09,03,03,02,03,03,12,16,14,16,18,24,11,15,15,17,13,15,14,19,14,18,18,24,14,19,16,19,14,17,43,31,66,20,45,20,,A,B,F,F,1,,,,,,,,,,,,,,,,,,,,N,A,G,G,Y,,N,N,N,N,Y,N,N,133111122121112211132111111221113121122111111111113112121112111111112112,00,00,00,007,022,071,4,2,4,4,3,4,45,38,44,45,38,46,32,11,27,30,12,35,22,0,0,4,0,0,0,2.0,0,23,0,0,0,4,0,0,0,0,0,0,2.0,22,0,0,0,0,0,0,4,0,51,2.5,0,23,0,0,0,4,0,0,0,2.0,,,,,0,2.3,2.0,3.0,1.7,3.0,2,,20A,112322114113414131112331112411211111313214113,523414512425133232533233335412323324,2424422413323112421113111,143341213313434214313241234224,011000100001110000011110111001010000000111011,101010000010100011010000100010000000,0011111110111111001000010,101100100010000000000100101000,20,10,15,08,b1ad9b855ecfae70a7993825b4a386c4c19ebd1e7807d4ccd0,25e04e1cc5f2a67f6ed20f6cb3d04d,32,88bf63ce98,cd1ce855e9,,,,,,,,,,,,,
V4549000,410935,41,913,Y,410935,lastName51,firstName51,m,7a3,20230620,0,4,10,20201007,10,10,09,14,19,11,13,13,02,03,09,03,00,01,02,00,00,04,02,09,02,02,04,01,01,07,11,13,15,17,21,09,13,12,14,12,14,10,15,13,17,17,23,12,17,13,16,13,16,14,20,56,09,20,12,,A,A,H,C,,,,,,,,,,,,,,,,,,,,1,N,B,J,F,Y,,N,N,N,N,N,N,N,111111122111111111112111111 11111111121111111111111111111111111111111111,00,00,00,000,006,094,2,2,2,1,2,2,38,38,36,32,34,38,11,11,8,4,5,11,63,62,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,63,0,0,0,1.0,0,0,0,0,0,51,0,0,0,0,0.5,0,61,0,0,0,0,0,0,0,1.0,,,,,0,2.1,2.5,3.0,1.0,1.0,2,,20A,112122314313131224212132113241211,423122134222532423142413121313211432,2131224142123132313221214,231311313213131413214232,011100000101000100111010110001010000000000000,001000010011000000001000000010001000,0000010001011101010111111,000100000110100000100100000000,14,07,13,06,b2efd35e68a1022dfb862e810b8e6a5671a8fd5c626d3f0cc8,5f22a30d8b8e5d9cd68f1921b341f7,e3,88bf63ce98,5da80bee6d,,,,,,,,,,,,,
V4549000,410935,41,913,Y,410935,lastName52,firstName52,m,7a3,20050411,f,6,10,20201007,10,10,11,14,14,16,14,15,04,02,10,06,02,01,00,03,00,03,01,06,00,02,03,05,03,09,13,13,15,12,16,14,18,13,15,14,16,11,17,13,17,13,19,16,21,14,17,15,18,25,20,26,42,28,30,,A,A,H,H,,,,,,,,,,,1,,,,,,,1,,,N,A,H,R,Y,,N,N,N,N,N,N,Y,333231313333323333232311333322233331323321323331323321313123323332313231,11,12,01,061,022,017,6,8,5,9,8,8,53,68,52,69,66,66,61,96,58,97,94,95,0,24,0,0,0,0,0,1.0,4,4,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,23,24,0,0,2.0,0,0,0,24,0,0,24,0,0,2.0,1,1,1,,2,,4.0,,3.5,4.0,2,,20A,114324332323422143132143413412312311312314232,531114514225553412445545312321343124,4132221114223331221424223,123332241142331134342111334123,010001001101100011001001010000011000000011100,100010000010010001000100100000010100,0000010010011000101010100,111100101000000100011010001000,16,09,08,11,55de055894c2eb8210ed92713fb3346006e2ad5911ddb8fdc4,6dfd9cf0f2069959ff1766818ac190,32,e3b0c44298,b12c21b54c,,,,,,,,,,,,,
V4549000,410935,41,913,Y,410935,lastName53,firstName53,m,7a3,20180602,f,6,10,20201007,10,10,08,13,07,11,10,12,04,01,07,03,01,01,01,00,00,03,01,02,01,00,02,01,02,06,10,12,14,05,09,09,13,09,11,11,13,09,14,12,16,09,15,12,17,10,13,12,15,10,10,02,09,03,06,,A,A,H,H,,,,,,1,,,,,,,,,,,,,,,N,A,H,*,Y,,Y,Y,Y,Y,Y,Y,Y,213213233132123331113133322332123122313121233121113111221321333313212332,01,04,00,039,028,033,6,6,5,7,5,7,56,53,48,60,52,62,71,62,42,85,59,88,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,,,,,0,,,,,,0,,20A,242441112121412313123242321321111113132421121,222213252413134253153535522311113422,4442413324244223414314311,133132142324414213243423213232,101000101000110001000000000111010001000000000,000010000000101000000100000010100000,0000100000000000010000010,101000000000000000110000100000,12,06,03,05,b84da5ceed014c3c098c990b89505cb50fa87a0ba2ab181ce6,25e04e1cc5f2a67f6ed20f6cb3d04d,32,0dd7633498,40b54b512b,,,,,,,,,,,,,
V4549000,410935,41,913,Y,410935,lastName54,firstName54,m,7a3,19550515,f,6,10,20201007,10,10,13,16,17,19,16,18,06,03,10,04,01,01,01,01,00,09,05,08,01,02,06,06,03,11,15,15,17,15,19,17,21,15,17,17,19,13,18,16,19,15,21,18,23,16,19,18,21,37,43,44,64,45,59,,A,B,H,H,,,,,,,,,,,,,,,,,,,,1,N,A,H,Y,Y,,N,Y,Y,Y,N,N,Y,323333113133313332213332212232113232113332213232213222133323233232113332,01,04,00,047,032,021,8,5,3,9,7,9,63,51,41,69,61,73,90,54,18,97,86,99,13,0,0,0,0,0,0,0.5,14,3,3,0,3,0,0,0,0,0,0,0,2.0,3,0,0,0,14,0,3,3,0,0,2.0,0,12,0,3,0,0,3,0,0,1.5,1,,,,2,3.3,3.0,4.0,4.0,2.0,2,,20A,212324132313323114412311413414411144223124111,5433353322223213513325314 5 1 5,31444214123231324      41,1213122313111443413222123    3,111001101101001000011100010000110010100001010,111101010011000000111100000010000000,0001110111111101000000000,110100111011110011001110000000,19,13,11,15,ad7ff4a5e8200af8be0e1c5a7914c16598822961a1df46c5b1,25e04e1cc5f2a67f6ed20f6cb3d04d,32,88bf63ce98,43e2971e93,,,,,,,,,,,,,
V4549000,410935,41,913,Y,410935,lastName55,firstName55,m,7a3,19731102,e,6,10,20201007,10,10,07,14,15,17,13,16,02,02,06,03,00,01,00,02,00,04,01,08,00,01,06,04,02,05,09,13,15,13,17,15,19,12,14,15,17,08,13,13,17,14,20,17,22,13,16,16,19,06,20,32,50,20,41,,A,A,B,B,,,,,,1,1,,,,,,,,,,,,,,N,A,J,A,N,,N,Y,N,Y,N,N,N,1212311211113132311112111111111221231331121113111111211212111,04,05,06,013,020,067,4,3,4,3,4,5,47,43,44,38,47,53,39,23,27,12,37,60,2,4,4,4,0,0,0,4.0,2,4,4,4,4,0,0,0,0,0,0,0,5.0,4,6,4,4,1,0,4,2,0,0,6.5,2,0,0,4,0,0,4,0,0,3.0,,,,,1,,,,,,1,,20A,141142241411412124114113413411342113121144141,241412512433254352114343154421323252,3142131424423144321421314,122413231334123143213242134233,000100000000110000010001010001001001000001000,010010000000011001000000011000000000,0000000100011100001011011,110000111000101110100100001000,10,07,09,12,13c51c150fdd0a219453d0330c1c14337556a7c3e67ce53471,e3b0c44298fc1c149afbf4c8996fb9,e3,88bf63ce98,0c602267e3,,,,,,,,,,,,,
V4549000,410935,41,913,Y,410935,lastName56,firstName56,m,7a3,19050609,f,4,10,20201007,10,10,15,16,19,14,16,15,07,04,11,07,01,00,02,02,02,08,06,10,02,01,05,03,01,13,17,15,17,17,21,12,16,15,17,14,16,15,20,16,19,17,23,14,19,16,19,15,18,49,43,56,27,45,30,,A,A,D,E,,,,,,,,,,,,,,,,,,,,1,N,B,H,*,Y,,N,N,N,Y,N,N,Y,232231313311112311221211211211212111211211212111113211112211311311311111,03,08,00,014,025,061,2,6,2,3,6,4,38,54,38,42,54,44,11,67,11,21,65,28,231,221,4 1,4 1,0,0,0,4.0,241,231,141,0,4 1,4 1,0,0,0,0,0,0,4.5,141,4 1,4 1,4 1,241,4 1,23,4 1,0,0,7.5,0,221,4 1,141,0,4 1,4 1,0,0,4.5,1,,,,0,3.2,2.5,3.6,3.6,2.7,1,,20A,242122122323411343311322414421211313212342243,543335355542154441521513413512421535,4134123413343132111122314,124334413211334212112312342223,101100111101110011010100010011010001100000101,111101001101111000000100000010001001,0001010110101101011010011,110101000111000000001010000000,22,15,13,09,98b99185a117fc2e62ddedcd4bd5449d213cc8bcee948fe4fd,25e04e1cc5f2a67f6ed20f6cb3d04d,32,88bf63ce98,d2b45f6518,,,,,,,,,,,,,
V4549000,410935,41,913,Y,410935,lastName57,firstName57,m,7a3,20581027,f,4,10,20201007,10,10,09,13,18,14,14,14,04,01,08,01,00,00,01,00,00,05,04,06,05,01,04,01,04,07,11,12,14,16,20,12,16,13,15,13,15,10,15,12,16,16,22,14,19,14,17,14,17,14,10,50,27,28,20,,A,B,H,H,,,,,,,,,,,,,,,,,,,,1,N,A,H,R,Y,,N,N,N,Y,Y,N,Y,122121122111222211122212332211133211333113333112213223222223223223333222,00,00,00,026,044,029,6,6,6,6,5,5,57,54,56,56,48,50,76,67,74,73,43,49,2,2,4,4,0,0,0,4.0,2,2,4,0,4,0,0,0,0,0,0,0,4.0,2,0,4,0,2,0,4,0,0,0,4.0,0,2,0,2,0,4,4,0,0,4.0,,,,,0,,,,,,1,,20A,211341112344121132113113221234122131244322312,441324422141212442123251233252231423,1222142112114332411222213,233221444323133413322421214313,110000101110000000010001000000001000111000010,010100100000000001000010000000001000,1010001011000001011110110,001010000000101000001000101110,13,06,12,09,30060172cfd553f5079c80a1ceb784d3deb0cfa0cc835413e0,25e04e1cc5f2a67f6ed20f6cb3d04d,32,88bf63ce98,6a53c2797d,,,,,,,,,,,,,
V4549000,410935,41,913,Y,410935,lastName58,firstName58,m,7a3,20711111,f,4,10,20201007,10,10,09,14,12,13,12,14,07,01,05,04,01,01,00,02,00,05,02,02,02,02,05,01,02,07,11,13,15,10,14,11,15,11,13,13,15,10,15,13,17,12,18,14,19,12,15,14,17,14,20,15,20,12,20,,C,A,A,A,,,,,,,,,,,,,,,,,,,,1,N,A,I,T,Y,,Y,N,N,N,Y,N,Y,22322222323222222221222222,,,,012,085,004,,,,,,,00,00,00,00,00,00,,,,,,,2,2,0,0,0,0,0,2.0,2,2,2,0,6,4,0,0,0,0,0,0,5.0,2,2,2,2,2,0,2,0,0,51,6.5,2,2,0,0,0,0,0,0,0,2.0,,,,,0,,,,1.0,,2,,20A,312124241433421414114442242212411341424111,241155512122122351553523444421444342,1212141134324434232143114,441323443213444242223412333234,011101000001100000010000001000110010001010000,010001000011100000000100001000010010,1000000000110000100000011,000110000110010010100010000000,13,09,06,08,20e531fbd14c43994080fbd988c2d371f154b3e24929d5631b,cc480b9ef268fed0a0096a0ccca190,32,88bf63ce98,059be01343,,,,,,,,,,,,,
V4549000,410935,41,913,Y,410935,lastName59,firstName59,m,7a3,20920810,f,4,09,20201007,10,09,12,15,13,19,15,17,08,02,08,04,01,01,00,01,01,06,05,05,01,01,04,06,05,10,14,14,16,11,15,17,21,14,16,16,18,14,20,16,20,14,20,19,25,16,20,18,22,36,36,25,74,44,60,,C,B,H,H,,,,,,,,,,,,,,,,,,,,1,N,A,J,,Y,,N,N,N,Y,Y,N,N,233123223221233332123212221223233112223321133231223111132322223322113332,01,04,00,035,043,022,6,5,6,7,6,7,56,50,56,62,57,59,71,50,74,89,75,82,23,13,4,4,0,0,0,3.5,4,0,12,0,0,0,0,0,0,0,0,0,1.5,0,23,0,0,0,0,0,4,0,0,2.0,0,0,0,0,0,0,23,0,0,1.0,,,,,0,2.9,3.0,2.0,3.0,3.0,2,,20A,21214214243332234121441341233341431131 231423,143443541425152425241354122143213135,2144231422142142413132241,12132423124132443334141421321,111100101001000010110001011100110000000100001,011000000010110000000011000100000101,0001000101000101010000100,110111111101000000010011100010,18,10,07,15,fda01bc830f2975a8b26702491e684a2b3b0d0765aad970f5e,e3b0c44298fc1c149afbf4c8996fb9,32,0dd7633498,c74e2e58a3,,,,,,,,,,,,,
V4549000,410935,41,913,Y,410935,lastName60,firstName60,m,7a3,19760325,f,6,10,20201007,10,10,10,14,09,19,13,17,06,03,06,02,00,01,00,00,01,05,03,02,01,01,07,06,02,08,12,13,15,07,11,17,21,12,14,16,18,11,16,13,17,10,16,18,23,13,16,17,20,20,20,05,64,20,50,,A,B,B,B,,1,,,1,,,,,,,,,,,,,,,,N,A,J,R,Y,,N,Y,N,Y,Y,N,N,322112233222213332213323233232323311223211333111113111133312222312323331,12,01,02,039,033,028,6,6,5,8,7,6,53,56,52,66,58,54,61,74,58,94,79,65,2,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,2,0,0,0,1.0,,,,,1,,,,,,3,,20A,24411412334332111341413242142 42131321,423115 5115 13452522 5,342241 11324241 43,32333423144244314124244,100101110111000001010010000010100001100000000,010110001000000001001010000000000000,0010100010000010000000000,011101111000011111111000000000,15,07,04,15,d63eda13362fe1a63f5880281bfa6c2e4a4b19ea758d3d96a8,25e04e1cc5f2a67f6ed20f6cb3d04d,32,0dd7633498,ef7ec44226,,,,,,,,,,,,,
V4549000,410935,41,913,Y,410935,lastName61,firstName61,m,7a3,19250922,0,4,10,20201007,10,10,11,14,13,18,14,16,04,01,12,02,00,00,01,01,00,06,02,04,02,01,02,06,06,09,13,13,15,11,15,16,20,13,15,15,17,11,17,13,17,13,18,17,22,14,17,16,19,25,20,20,57,28,41,,A,A,H,H,,,,,,,,,,,,,,,,,,,,1,N,,A,I,Y,,Y,N,N,N,N,N,Y,3333 1323123123321313333111333332223223333333333313332331233233313212222,04,05,00,059,024,017,8,7,5,6,8,8,68,60,52,56,64,65,96,83,58,73,92,93,23,0,0,0,4,0,0,2.0,23,22,23,0,0,0,0,0,0,0,0,0,3.0,23,4,0,0,24,0,23,23,0,0,5.0,0,23,0,24,4,0,4,4,0,5.0,,,,,2,3.1,3.0,2.7,3.3,3.5,2,,20A,224311121342433313212414131141132412313312413,532344522513142442143132453215313223,4233433242344111324211343,323142231131431421244232224121,100000110110101001111000100001001000000010011,100100000100100001000000010011000000,0000100001100110000101000,011000111001000001110100111001,17,08,07,14,cad61a96cddadab73f0da798a66d829af5fc4672d6951768a2,25e04e1cc5f2a67f6ed20f6cb3d04d,32,9df080af44,d53654524c,,,,,,,,,,,,,
V4549000,410935,41,913,Y,410935,lastName62,firstName62,m,7a3,19300112,f,4,10,20201007,10,10,16,18,19,20,18,19,09,04,10,05,00,01,01,02,01,13,07,09,04,00,06,05,05,14,18,16,20,17,21,18,22,17,19,18,20,16,21,18,22,17,23,19,24,18,21,19,22,54,63,56,71,59,66,,A,B,F,E,,,,,,,,,,,,,,,,,,,,1,N,A,G,*,Y,,Y,N,Y,Y,N,N,N,122222323221323312213221322221122222322211323221312221122212221311212321,02,03,04,018,056,026,4,6,4,5,7,6,47,57,47,51,58,54,39,77,37,54,79,65,131,3 1,3,3,0,0,0,2.0,231,141,131,3,13,3,0,0,0,0,0,0,3.5,13,3,3,3,14,3,14,14,0,0,4.0,131,13,3,14,0 1,0,0,0,0,2.0,,,,,0,3.4,3.0,3.2,3.8,3.3,2,,20A,442124122343421211112322412414211241434312243,543335535121135142332451345411544513,3334422442343131114113234,123323233242442113242241443313,001101111111100100011100011000010110001010101,111101011010100101111010100010010000,0101111101101100010000101,111110110100010100111100000110,23,18,13,16,5705da0d7780cb741aad7c62a81c89dcd32ed996b46061fd3f,25e04e1cc5f2a67f6ed20f6cb3d04d,e3,88bf63ce98,1f4fd513b0,,,,,,,,,,,,,
V4549000,410935,41,913,Y,410935,lastName63,firstName63,m,7a3,19940711,f,4,10,20201007,10,10,06,13,05,12,09,13,02,01,05,02,00,01,01,00,00,03,03,01,01,00,03,03,01,04,08,12,14,03,07,10,14,08,10,12,14,07,12,12,16,08,14,13,18,09,12,13,16,03,10,01,14,01,12,,A,A,A,H,,,,,,,,,,,,,,,,,,,,1,N,A,E,P,Y,,Y,N,N,Y,Y,N,Y,333111311113311331312311313311313113111331311111311111131111311111111111,07,08,00,031,001,068,4,7,3,3,5,5,47,61,40,39,48,48,39,86,15,14,43,43,2,63,4,4,4,4,4,7.0,21,4,4,0,0,0,0,0,0,0,0,0,3.0,0,0,4,0,23,0,0,23,0,4,4.0,0,21,0,0,0,62,0,4,4,4.0,,,,,3,2.2,3.0,1.0,3.0,1.5,1,,20A,414144232321441121332142411412,24234213423533243215 341,2243441243342,342322221113442442323,010101001100100000001000010000000000000000000,010100010000000011000000000000000000,0000100000100000000000000,000110101010010010000000000000,08,05,02,07,dec2631657fbaf1714ac15239121e5cc9eca3e0f19c63e21a0,25e04e1cc5f2a67f6ed20f6cb3d04d,32,88bf63ce98,f1310685a7,,,,,,,,,,,,,
V4549000,410935,41,913,Y,410935,lastName64,firstName64,m,7a3,19220204,f,6,10,20201007,10,10,18,16,26,18,20,17,09,04,13,04,01,01,00,01,01,10,06,13,06,01,05,03,05,16,20,15,17,23,29,16,20,19,21,16,18,18,23,16,19,23,28,17,22,20,23,17,20,66,43,84,57,71,50,,A,B,G,C,,,,,,1,,,,,,,,,1,,,,,,N,A,G,U,Y,,Y,Y,N,Y,Y,N,N,333311122331333313233311323311232211132311212311332211133322123311232311,12,01,02,042,024,035,4,6,7,6,9,4,45,54,61,56,71,46,32,67,87,73,98,35,231,221,4,4,0,0,0,4.0,231,231,4,4,4,0,0,0,0,0,0,0,5.0,1 1,221,0,0,0,0,23,0,0,0,2.5,241,221,0,0,1 1,0,0,0,0,2.5,,,,,2,2.8,2.5,3.0,2.5,3.0,2,,20A,142134322343421343241333124434212243242342233,543315425533123423324553512431122532,1324422412333114113321214,111222431241421341343231234113,001111011111100011100111100000011111110000101,111111101100100000100110000000100000,1111111111101110010011111,100010011101000011010100101010,26,14,20,13,48aea5a51b98b8a2d46f0df388597617bd071b510bc5c49272,25e04e1cc5f2a67f6ed20f6cb3d04d,32,88bf63ce98,242ac688ce,,,,,,,,,,,,,
V4549000,410935,41,913,Y,410935,lastName65,firstName65,m,7a3,20330302,0,7,09,20201007,10,09,01,01,--,--,--,--,00,00,00,00,00,00,00,00,00,00,00,--,--,--,--,--,--,01,03,01,02,--,--,--,--,--,--,--,--,03,09,01,05,--,--,--,--,--,--,--,--,01,01,,,,,,A,A,B,H,,,,,1,,,,,,,,,,,,,,,,N,C,F,N,Y,,Y,N,Y,N,N,N,N,23221233323223 32212232323222333322,,,,041,053,006,,,,,,,00,00,00,00,00,00,,,,,,,12,3,3,3,0,0,0,2.0,23,12,3,3,3,3,0,0,0,0,0,0,3.5,12,3,3,3,13,3,3,11,0,0,4.0,12,3,3,3,3,3,12,0,0,3.5,,,,,0,2.2,2.0,2.7,2.0,2.0,2,,20A,43134,21,,,000000000000000000000000000000000000000000000,000000000000000000000000000000000000,,,00,00,--,--,a34822583c0775fe8944d9c3485957b960860667f887ed450d,cd34c1c9eeb0065acd32446b9f1f43,e3,3d914f9348,2e2cb873bb,,,,,,,,,,,,,
V4549000,410935,41,913,Y,410935,lastName66,firstName66,m,7a3,20950727,0,4,10,20201007,10,10,10,12,18,15,14,14,05,01,09,02,00,01,00,00,01,02,01,07,02,03,06,02,02,08,12,11,13,16,20,13,17,13,15,13,15,11,16,11,15,16,22,15,20,14,17,14,17,20,04,50,34,28,20,,A,B,B,F,,,,,,,,,,,,,,,,,,,,1,N,B,E,N,Y,,Y,N,N,N,N,N,N,23321222322222332322332223322323,,,,038,059,003,,,,,,,00,00,00,00,00,00,,,,,,,23,23,4,4,0,0,0,4.0,22,4,4,0,0,0,0,0,0,0,0,0,3.0,23,23,0,0,0,0,4,4,0,0,4.0,23,4,4,0,0,0,0,0,0,3.0,1,,,,0,2.8,3.0,2.0,3.0,3.0,1,,20A,314111121213323131214223422114341323314412211,151244132125213415522343432241514555,4114323433323112411344243,122442212212232341112322231332,010100110001001000110001001000000001001010110,000000010010000000001000000000000001,0001010100111111011000100,110000100110000011001000100100,15,04,12,10,4619dd4eadb319a826e12ae71a30b2c216a6c7fb09ef0423e1,1b1672c42d90c82dfae8ec4d6aa1d2,32,9716394c2d,5c3833e11c,,,,,,,,,,,,,
V4549000,410935,41,913,Y,410935,lastName67,firstName67,m,7a3,20010319,f,6,10,20201007,10,10,09,14,09,13,11,14,04,01,08,02,00,00,01,00,01,07,04,03,00,01,05,01,02,07,11,13,15,07,11,11,15,10,12,13,15,10,15,13,17,10,16,14,19,11,14,14,17,14,20,05,20,07,20,,A,A,B,G,,,,,,,,,,1,,,,,,,,,,,N,A,F,B,Y,,N,Y,Y,Y,Y,Y,Y,212132111132111221122121211231122231122111111221112111121211121121111331,04,05,00,008,032,060,4,3,3,2,4,7,44,43,41,37,47,62,26,23,18,9,37,88,221,6 1,0,4,0,0,0,3.0,23,4,4,4,4,4,4,0,0,0,0,0,7.0,23,1,0,0,4,0,22,4,0,0,4.5,0,11,0,0,0,4,0,0,0,1.5,1,,,,1,2.3,2.0,3.0,2.5,1.0,2,,20A,414112134411341423434421312431411411422212214,322433452125134232443354145242512435,323 114142232211442113224,232424132132334133222413334133,010100100000000001000000011001110000000110110,000000100010101011000011000000000001,0000000001000010000000101,000011010000000100101010001000,13,09,04,08,e5f2a4620b49c3b64fc62311a36fd05aff1c2ce0cf94d8903e,25e04e1cc5f2a67f6ed20f6cb3d04d,32,0dd7633498,61b0325c6e,,,,,,,,,,,,,
