Process_Num,School_Attend_Code,State_Code,Cycle_Code,Tested_Own_School,School_Reported_Code,L_Name,F_Name,M_Initial,Doc_Id,DOB,Gender,Ethn_FedValues,Grade_Reported,Test_Dte,Grade_School_Header,Grade_Student_Grid,Eng,Mth,Rdg,Sci,Composite,STEM,E_Earn_Prod,E_Earn_Knlg,E_Earn_Conv,M_Earn_Higher,M_Earn_NumQ,M_Earn_Alg,M_Earn_Func,M_Earn_Geom,M_Earn_Stat,M_Earn_Essen,M_Earn_Mod,R_Earn_Ideas,R_Earn_Struc,R_Earn_Knlg,S_Earn_Data,S_Earn_Inv,S_Earn_Eval,Eng_Low,Eng_High,Mth_Low,Mth_High,Rdg_Low,Rdg_High,Sci_Low,Sci_High,Composite_Low,Composite_High,STEM_Low,STEM_High,Pred_ACT_Eng_Low,Pred_ACT_Eng_High,Pred_ACT_Mth_Low,Pred_ACT_Mth_High,Pred_ACT_Rdg_Low,Pred_ACT_Rdg_High,Pred_ACT_Sci_Low,Pred_ACT_Sci_High,Pred_ACT_Composite_Low,Pred_ACT_Composite_High,Pred_ACT_STEM_Low,Pred_ACT_STEM_High,USRnk_Sub_Engl,USRnk_Sub_Math,USRnk_Sub_Rdg,USRnk_Sub_Sci,USRnk_Comp,USRnk_STEM,C_Readiness,Best_Lan,Program_Of_Study,EdLevel_Mthr,EdLevel_Fthr,Partic_InstMus,Partic_VocMus,Partic_Pubs,Partic_Debate,Partic_Art,Partic_Theater,Partic_VAthl,Partic_Sci,Partic_Honors,Partic_Cheer,Partic_ServOrg,Partic_RacEthOrg,Partic_Abroad,Partic_PolOrg,Partic_RadioTV,Partic_RelOrg,Partic_ROTC,Partic_FratSor,Partic_StuGov,Partic_NotPartic,Clg_Outreach,WorkHrs,Highest_ed_exp,Career,EOS_OptIn,Results_Void,Help_EdPlan,Help_Writing,Help_Reading,Help_StudySk,Help_MathSk,Help_Computer,Help_Public_Speaking,IntInv_Responses,IntInv_MapReg1,IntInv_MapReg2,IntInv_MapReg3,IntInv_LikePerc,IntInv_IndiffPerc,IntInv_DislikePerc,IntInv_TechSta,IntInv_SciSta,IntInv_ArtSta,IntInv_SocSta,IntInv_BusCSta,IntInv_BusOpSta,IntInv_TechStd,IntInv_SciStd,IntInv_ArtStd,IntInv_SocStd,IntInv_BusCStd,IntInv_BusOpStd,IntInv_TechRnk,IntInv_SciRnk,IntInv_ArtRnk,IntInv_SocRnk,IntInv_BusCRnk,IntInv_BusOpRnk,English_9,English_10,English_11,English_12,English_Other,English_Other_2,English_Other_3,English_Credit,Algebra_1,Geometry,Algebra_2,Trigonometry,Pre_Calc,Calculus,Math_Other,Math_Other_2,Math_College_Prep_9,Math_College_Prep_10,Math_College_Prep_11,Math_College_Prep_12,Math_Credit,History_US,History_World,Gvt_Civics,Global_Studies,Geography,Economics,Psychology,Sociology,Social_Studies_Other,Social_Studies_Other_2,Social_Studies_Credit,General_Science,Biology_1,Biology_2,Chemistry_1,Chemistry_2,Physics,Anat_Phys,Natural_Science_Other,Natural_Science_Other_2,Natural_Science_Credit,Spanish_Credit,French_Credit,German_Credit,Lang_Other_Credit,IntCareer_Fit,G_HS_Avg,G_AllEng,G_AllMth,G_AllSocSt,G_AllNatSc,Core_Ind,Suppl_Local_Itms,Test_Form,Eng_Responses,Math_Responses,Read_Responses,Sci_Responses,Eng_Itm_Scores,Math_Itm_Scores,Read_Itm_Scores,Sci_Itm_Scores,Eng_Raw,Math_Raw,Read_Raw,Sci_Raw,Address1,City,State,Zip,Stu_ID_Num,Preid_Local_Items,Pred_PreACT_Eng_Low,Pred_PreACT_Eng_High,Pred_PreACT_Mth_Low,Pred_PreACT_Mth_High,Pred_PreACT_Rdg_Low,Pred_PreACT_Rdg_High,Pred_PreACT_Sci_Low,Pred_PreACT_Sci_High,Pred_PreACT_Composite_Low,Pred_PreACT_Composite_High,Pred_PreACT_STEM_Low,Pred_PreACT_STEM_High
V4549000,410935,41,913,Y,410935,lastName106,firstName106,m,7a3,19931119,f,4,10,20201007,10,10,16,14,12,18,15,16,08,05,10,03,00,00,01,01,01,05,04,02,04,00,07,04,03,14,18,13,15,10,14,16,20,14,16,15,17,16,21,13,17,12,18,17,22,15,18,16,19,54,20,15,57,37,41,,A,A,H,F,,,,,,,,,,,,,,,,,,,,1,N,A,H,*,Y,,Y,Y,Y,Y,Y,N,N,313323212132112331212323313213113331212121311231123132112212333213312332,04,05,06,036,029,035,7,6,2,5,6,8,58,55,38,53,57,63,80,70,11,60,75,90,23,12,4,4,0,0,0,3.5,24,4,1,0,4,0,0,0,0,0,0,0,3.5,23,13,0,0,4,4,22,4,0,0,5.5,0,4,4,0,0,0,23,0,0,3.0,,,,,0,2.9,2.7,4.0,2.6,3.0,2,,20A,44213412234341124313433312243133241421,5323415155322132324213534,2331212324133241413243221,124314233243433341342213,001111111111110111000111101001001000100000000,100100001101000011000010000000000000,0100001000001000010100100,110101110100001011011110000000,23,08,06,14,c45720ba81c43f9b392e2f3044b7c5e8660a376e9eeb4da256,25e04e1cc5f2a67f6ed20f6cb3d04d,32,e668f6efda,ce980292d1,,,,,,,,,,,,,
V4549000,410935,41,913,Y,410935,lastName107,firstName107,m,7a3,20360701,f,4,10,20201007,10,10,11,15,09,11,12,13,05,04,07,04,01,01,01,01,00,06,03,03,00,01,03,03,00,09,13,14,16,07,11,09,13,11,13,12,14,11,17,14,18,10,16,12,17,12,15,13,16,25,31,05,09,12,12,,A,B,D,B,,,,,1,,,,,,,,,,,,,,,,N,A,F,,Y,,Y,Y,N,N,N,N,Y,112111132112121231112112132113113111112131131113111111 31111131111112111,00,00,00,014,014,072,5,2,5,3,2,5,50,38,49,41,36,48,50,11,47,18,8,43,12,0,0,0,0,0,0,0.5,12,12,0,0,0,0,0,0,0,0,0,0,1.0,1,0,0,0,1,0,0,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0.5,,,,,0,,2.0,2.0,,,2,,20A,1423211313434121223123434234212131234232,41415524122253332123524413,2432441131131133232314111,123132212112122222,001000100111110000011101000011010001000100000,010011000011010011000101000000000000,0000100000000100100000010,111000100010100000000000000000,16,10,04,06,df002f3c3796c042027c18d6b01bcd44130cb6e97972c9fb34,25e04e1cc5f2a67f6ed20f6cb3d04d,32,1bb2b7ef5a,862034b1a3,,,,,,,,,,,,,
V4549000,410935,41,913,Y,410935,lastName108,firstName108,m,7a3,19580118,f,6,10,20201007,10,10,07,14,16,13,13,14,05,02,02,04,00,01,01,02,00,04,03,06,02,02,02,03,03,05,09,13,15,14,18,11,15,12,14,13,15,08,13,13,17,15,20,14,19,13,16,14,17,06,20,38,20,20,20,,A,A,B,B,,1,,,1,,,,,,,,,,,,,,,,N,B,F,W,Y,,N,N,N,Y,N,N,Y,213332323331111321213111311321113231313111312131113211113311211111313121,04,05,06,031,015,054,3,6,2,6,6,7,41,55,34,54,54,58,18,70,5,66,65,78,23,1,0,0,0,0,0,1.5,24,1,0,0,0,0,0,0,0,0,0,0,1.5,2,0,0,0,0,0,0,2,0,0,2.0,0,2,0,0,0,0,3,0,0,1.5,,,,,1,,3.0,4.0,,,2,,20A,4341212223133243234344114144234,533412512415151322525351415213513214,4343421343322113424131114,121331213132424112123121214213,000100011101000001000000010010100000000000000,101010000000110001000010000010000000,0100110000110110000001011,110100100000000100000000101010,09,08,10,08,c416ddfde5971c4777f805368a274422151ebaacd64d558c1e,25e04e1cc5f2a67f6ed20f6cb3d04d,32,0dd7633498,1e31ac0f3f,,,,,,,,,,,,,
V4549000,410935,41,913,Y,410935,lastName109,firstName109,m,7a3,20360328,0,6,10,20201007,10,10,15,15,09,19,15,17,07,03,12,04,00,00,01,03,00,07,06,03,01,00,06,03,06,13,17,14,16,07,11,17,21,14,16,16,18,15,20,14,18,10,16,18,23,15,18,17,20,49,31,05,64,37,50,,A,B,H,H,,,,,,,1,,,,,,,,,,,,,,N,F,H,O,N,,Y,Y,N,N,N,Y,N,232323113313321111131233123313311312233323112213231313232332133333331213,05,06,07,047,022,031,9,5,6,4,8,6,71,52,56,45,64,54,98,58,74,30,92,65,22,3,3,3,3,3,3,4.0,23,22,4,3,3,3,3,3,3,3,3,0,7.0,24,3,3,3,3,3,24,3,3,3,6.0,3,24,3,3,3,3,3,3,3,5.0,,,,,2,3.2,2.0,2.5,4.0,4.0,1,,20A,142324123113443243212232412431432113211444,543321554313255552232152234412423512,113234311214 334142414232,132314431214141431413232424411,001001110001101111111010011001101001100001000,111100000000010001011010001010000000,1000000011000000000000100,100101011110110001000100011011,22,11,04,15,eb6473df8ab145a8f95d477afcabda229bbc915f0d27f921ee,25e04e1cc5f2a67f6ed20f6cb3d04d,32,0dd7633498,74253ca0dd,,,,,,,,,,,,,
V4549000,410935,41,913,Y,410935,lastName110,firstName110,m,7a3,20780611,f,4,10,20201007,10,10,09,16,22,18,16,17,03,02,08,05,01,00,01,02,01,10,05,11,02,03,05,04,04,07,11,15,17,19,25,16,20,15,17,16,18,10,15,16,19,19,25,17,22,16,19,17,20,14,43,70,57,45,50,,C,A,B,A,,,,,1,,,,1,,1,,,,,,,,,,N,D,H,W,Y,,Y,N,Y,Y,N,Y,Y,333333333133321333213123331231213121312111333221333112312323332131311321,05,08,00,050,019,031,6,8,5,5,5,8,57,68,52,51,51,63,76,96,58,54,54,90,24,23,4,4,0,0,0,4.0,23,23,24,4,4,4,0,0,0,0,0,0,6.0,4,4,0,0,24,0,24,4,0,0,5.0,0,23,0,4,4,4,23,0,0,5.0,2,,,,1,3.4,3.5,3.3,4.0,3.0,1,,20A,412324133341431242344323123334,5433314551221523453345252153155,4424424412321114231121241,122314232412124214342314121423,011001100110100110000101100100000000000000000,111100101011110000110100000011000000,0011110111110110101011100,110101110010100000011011010000,13,15,16,13,9af8f8b5f9fc57941203a77c97b1a3b4f72285750845d1dbd0,25e04e1cc5f2a67f6ed20f6cb3d04d,32,e3b0c44298,213b2c05be,,,,,,,,,,,,,
V4549000,410935,41,913,Y,410935,lastName111,firstName111,m,7a3,20641011,f,4,10,20201007,10,10,14,16,16,17,16,17,06,03,11,03,00,00,02,00,01,11,08,05,03,02,04,06,02,12,16,15,17,14,18,15,19,15,17,16,18,14,19,16,19,15,20,17,22,16,19,17,20,43,43,38,50,45,50,,A,B,H,H,,,,1,,,,,,,,,,,,,,,,1,N,A,I,W,Y,,Y,Y,N,N,N,Y,Y,232211212112212211112221211111123211213212112211113111111211122111313111,09,12,00,008,032,060,4,5,3,5,4,3,44,49,40,49,47,41,26,46,15,48,37,19,64,1,3,3,0,0,0,2.5,64,3,1,3,3,3,0,0,0,0,0,0,3.5,64,1,3,3,3,3,3,3,0,0,4.5,64,1,3,3,3,3,3,0,0,4.0,,,,,3,4.0,4.0,4.0,4.0,4.0,2,,20A,411141122343421111412113411314411241211144441,243431412123122131532454452413424315,4333231213342311211121231,123341234131413132224331122131,010100111111100000011001010100110110100001000,011000100010100110011011010010000001,0100000010100010111011100,111100110001001100100000010001,20,14,10,12,563f1e69bfc649df2c83c20741b3298d3c91fb50a3783a91b3,25e04e1cc5f2a67f6ed20f6cb3d04d,32,e3b0c44298,8302533b48,,,,,,,,,,,,,
V4549000,410935,41,913,Y,410935,lastName112,firstName112,m,7a3,19200524,f,4,10,20201007,10,10,09,14,10,16,12,15,04,04,05,04,01,02,01,00,00,04,03,05,00,00,05,03,03,07,11,13,15,08,12,14,18,11,13,14,16,10,15,13,17,11,17,16,21,12,15,15,18,14,20,07,42,12,30,,A,B,F,F,,,,,,,,,,,,,,,,,,,,1,N,A,B,Y,N,,N,N,N,N,Y,N,N,,,,,000,000,000,,,,,,,00,00,00,00,00,00,,,,,,,1,0,0,0,0,0,0,0.5,2,1,1,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,1,0,1,1,0,0,1.5,0,1,0,0,0,0,0,0,0,0.5,,,,,0,,,,,,2,,20A,441121324142212413112324112342241334211132421,435212143441132355532415321451221142,3231423113233124123133341,123342142412223431211324212412,000100010010010001011100111100000000100000000,000010000000100000011000100000001110,0000110010001100000000000,111100000010001001100001100010,13,08,05,11,d83abfd9505d66ac2bb25bf3f888e2fcc24b0518f7e05d49ce,25e04e1cc5f2a67f6ed20f6cb3d04d,32,88bf63ce98,a9f0e22d4a,,,,,,,,,,,,,
V4549000,410935,41,913,Y,410935,lastName113,firstName113,m,7a3,19950910,e,6,10,20201007,10,10,09,13,10,15,12,14,05,03,06,01,00,01,00,00,00,05,02,03,02,00,05,01,04,07,11,12,14,08,12,13,17,11,13,13,15,10,15,12,16,11,17,15,20,12,15,14,17,14,10,07,34,12,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,N,N,N,N,N,N,N,,,,,000,000,000,,,,,,,00,00,00,00,00,00,,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,,,,,0,,,,,,0,,20A,2433311223234421234114324132123243232,43223453353512142153435144522552431,322423423424144113122434,144321143132433124224212412314,100010111101100001010010010000000001100000000,000000010100100000010010000001000000,0011000000000000001110000,100110000000001100100110000110,14,06,05,10,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca4,e3b0c44298fc1c149afbf4c8996fb9,e3,e3b0c44298,baf3ee83ca,,,,,,,,,,,,,
V4549000,410935,41,913,Y,410935,lastName114,firstName114,m,7a3,20660202,0,4,10,20201007,10,10,11,15,13,12,13,14,08,04,04,04,01,01,01,01,00,06,02,05,02,00,01,03,03,09,13,14,16,11,15,10,14,12,14,13,15,11,17,14,18,13,18,13,18,13,16,14,17,25,31,20,14,20,20,,B,B,A,B,,,,,,,1,,,,,,,,,,,,,,N,A,I,O,Y,,N,N,N,N,N,N,N,2332222322222122212131222211221132212231221222211231211,,,,013,058,029,,,,,,,00,00,00,00,00,00,,,,,,,23,4,4,4,0,0,0,4.0,23,4,4,4,4,4,0,0,0,0,0,0,6.0,4,4,3,4,4,3,4,4,0,0,7.0,4,4,4,4,4,4,4,0,0,7.0,,,,,0,,3.0,3.0,,,1,,20A,1414143222433312322143132142 3142241131221143,321325552542234451245542314131351531,1444141232213143142214413,433241321421241132413221211132,000001011011000100110101010000001110000100001,000101000101001000000100101100001000,1001000001001100000100010,001000001001010100000100100000,16,10,07,07,f72a04ea048665bf289a4d56ebbbb14c45de73efc41b226695,25e04e1cc5f2a67f6ed20f6cb3d04d,32,88bf63ce98,82e1949631,,,,,,,,,,,,,
V4549000,410935,41,913,Y,410935,lastName115,firstName115,m,7a3,19180524,f,4,09,20201007,10,09,09,13,10,16,12,15,05,02,06,01,00,00,01,00,00,04,01,03,00,02,05,00,06,07,11,12,14,08,12,14,18,11,13,14,16,11,17,13,17,11,18,17,22,13,17,16,20,17,13,10,51,16,37,,B,A,H,C,,,,,,,,,,,,,,,,,,,,1,N,B,B,,N,,N,N,Y,N,N,N,N,233 32 1223122222232    2222,,,,023,068,009,,,,,,,00,00,00,00,00,00,,,,,,,231,4,4,4,0,0,0,4.0,22,4,4,4,0,0,0,0,0,0,0,0,4.0,0,64,0,6,0,0,0,62,0,0,3.0,0,4,0,4,0,0,63,0,0,3.0,1,,,,0,2.8,3.0,2.0,3.0,3.0,1,,20A,242444322323342232323232323232432232332323232,321251552122125125524245131311413313,34411*4412424342333132142,341431124314111341244224234323,101001011101000100000010000000101100000000100,000000000011100100000000000010000000,0000000111010001000000000,000000000010100011110101101100,13,05,05,11,3dfd728d0cec070ad292d679d190e14ea29e014dae85d59208,25e04e1cc5f2a67f6ed20f6cb3d04d,32,a8302321e6,2fab44cecd,,,,,,,,,,,,,
V4549000,410935,41,913,Y,410935,lastName116,firstName116,m,7a3,19870414,f,4,10,20201007,10,10,09,16,21,17,16,17,04,02,08,08,01,00,02,03,02,06,05,09,03,03,05,03,04,07,11,15,17,18,24,15,19,15,17,16,18,10,15,16,19,18,24,17,22,16,19,17,20,14,43,66,50,45,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,N,N,N,Y,N,N,N,111111111111113111111111111111111111113111131112111111112112111111111321,04,05,06,006,006,089,4,2,2,2,3,3,44,38,36,37,38,41,26,11,8,9,12,19,24,24,4,4,0,0,0,4.0,24,24,4,0,0,0,0,0,0,0,0,0,3.0,4,0,0,0,0,0,0,0,0,0,1.0,24,24,4,0,0,0,0,0,0,3.0,,,,,0,,4.0,4.0,,4.0,2,,20A,414311122343321343414121424434212313431311332,523325345242355432353511145514543255,3124121442323312412322214,121321243213443312323311324123,010000111111000011010000000000011001000010000,101101001001010011100100000010010001,0011010101111011010010111,110110100110011000000010011000,14,14,15,12,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca4,25e04e1cc5f2a67f6ed20f6cb3d04d,32,0dd7633498,c7f74ebb17,,,,,,,,,,,,,
V4549000,410935,41,913,Y,410935,lastName117,firstName117,m,7a3,20390613,f,e,10,20201007,10,10,12,16,15,14,14,15,06,03,09,05,01,01,01,02,00,08,04,05,02,02,03,01,05,10,14,15,17,13,17,12,16,13,15,14,16,12,17,16,19,14,20,14,19,14,17,15,18,31,43,32,27,28,30,,A,A,H,H,,,,,,,,,,,,,,,,,,,,1,N,A,H,S,Y,,Y,N,N,N,Y,N,N,333311323111212311313211322111123211112111323111212111123211213121321221,09,12,00,022,026,051,2,6,4,6,5,4,38,57,45,56,48,44,11,77,32,73,43,28,231,221,4 1,4 1,0,0,0,4.0,231,211,241,0,0,0,0,0,0,0,0,0,3.0,24,241,0,0,0,0,0,0,23,0,3.0,621,0,0,621,0,0,0,631,0,3.0,3,,,,2,2.8,2.5,2.7,3.7,2.3,1,,20A,242111142313423141412313411224233232413242424,531524444522145332535513454331553243,4342441333242314231223224,134232332412334312234232223321,101100101101101010011101010010000100000100000,100000100111100011010100011000000010,0100100000000010101110101,100000010010000000100100110101,18,13,09,09,15f2ca17ae0c43bafaca43160b06b428e12e13215f5d681bbc,25e04e1cc5f2a67f6ed20f6cb3d04d,32,88bf63ce98,39d7a0c72c,,,,,,,,,,,,,
V4549000,410935,41,913,Y,410935,lastName118,firstName118,m,7a3,20620617,f,6,10,20201007,10,10,12,15,18,20,16,18,05,03,10,03,00,01,01,01,00,08,05,08,03,01,06,05,06,10,14,14,16,16,20,18,22,15,17,17,19,12,17,14,18,16,22,19,24,16,19,18,21,31,31,50,71,45,59,,A,B,B,B,,,,,,,,,,,,,,,,,,,,1,N,A,H,W,Y,,N,N,N,N,Y,N,N,313311312132213222313211311221213311322221322231313121323112332122323231,07,08,09,032,035,033,4,8,3,6,5,7,47,68,43,56,51,58,39,96,23,73,54,78,241,2 1,4,4,0,0,0,4.0,241,231,2 1,0,4,0,0,0,0,0,0,0,4.0,4,24,4,0,0,4,0,0,0,0,4.0,0,231,0,2 1,4,4,0,0,0,4.0,,,,,1,3.6,4.0,3.5,4.0,3.0,1,,20A,412124323423422314112232414332432213211312342,543312323523143332223343325442525352,4324423414143111313323441,123214231413423231142234242321,011101010001100000011010010100101101100010000,111110000110100011000000100000000000,0111110110001110010010000,111001111010001001011101100101,18,11,12,17,a421aa759b14bbafbcd876c1fc149b4dd5605d9583f5fe96c0,25e04e1cc5f2a67f6ed20f6cb3d04d,32,e3b0c44298,b5658e6306,,,,,,,,,,,,,
V4549000,410935,41,913,Y,410935,lastName119,firstName119,m,7a3,20901207,0,6,10,20201007,10,10,08,08,07,06,07,07,05,02,04,01,00,00,00,01,00,01,01,01,02,00,01,01,00,06,10,07,09,05,09,04,08,06,08,06,08,09,14,05,10,09,15,09,14,07,11,07,10,10,01,02,01,01,01,,A,A,B,B,,,,,,,1,,,,,,,,,,,,,,N,A,E,N,N,,Y,N,N,N,Y,N,N,222311221212221221122211212211223113223323221111213212232311222212222332,00,00,00,015,053,032,6,6,5,4,6,5,53,53,49,46,57,48,61,62,47,36,75,43,2,2,2,0,0,0,0,3.0,2,2,0,0,0,0,0,0,0,0,0,0,2.0,2,2,0,0,0,0,0,0,0,0,2.0,0,2,0,0,0,0,0,0,0,1.0,,,,,0,,,,,,2,,20A,11133412211332112121231,515432 14   3    2,142  3  1,1      3,010011111001000000111100000000000000000000000,100000000000000001000000000000000000,1010000010000000000000000,100000010000000000000000000000,11,02,03,02,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca4,e3b0c44298fc1c149afbf4c8996fb9,32,88bf63ce98,208a86b888,,,,,,,,,,,,,
V4549000,410935,41,913,Y,410935,lastName120,firstName120,m,7a3,19580717,0,4,10,20201007,10,10,21,21,26,22,23,22,10,06,15,07,01,02,02,01,01,15,07,13,05,02,09,07,03,19,23,19,23,23,29,20,24,22,24,21,23,21,26,21,25,23,28,21,26,23,26,22,25,80,80,84,81,84,82,,A,A,F,G,,,,,1,,1,,1,,,,,,,,,,,,N,A,G,O,Y,,Y,N,N,N,N,N,N,222222132111123211212112231211223121213211232211212111132212211223211321,00,00,00,013,044,043,5,5,5,4,5,5,48,51,49,46,49,48,44,54,47,36,48,43,241,2 1,4 1,4 1,0,0,0,4.0,241,241,241,4 1,2 1,4 1,0,0,0,0,0,0,6.0,4 1,241,0,0,241,0,0,0,0,0,3.0,0,241,0,241,0,2 1,0,0,0,3.0,,,,,0,4.0,4.0,4.0,4.0,4.0,1,,20A,21213412234341124321233341441141234314,54331543555212413232255555541 4,4324422411323122111321214,123331231211143142242413441224,111111111111110111111111010001111011010000000,111111111101101111101110010010000000,0111111110111101011011111,111100111111111110111010000000,31,22,20,19,c45c1dc34d324979b4e316de357c9690250574208a0e554025,25e04e1cc5f2a67f6ed20f6cb3d04d,32,0dd7633498,75d66f3e72,,,,,,,,,,,,,
V4549000,410935,41,913,Y,410935,lastName121,firstName121,m,7a3,20530115,0,4,10,20201007,10,10,13,14,20,18,16,16,08,02,09,02,00,00,01,01,00,07,03,07,04,03,05,05,03,11,15,13,15,18,22,16,20,15,17,15,17,13,18,13,17,18,23,17,22,16,19,16,19,37,20,61,57,45,41,,C,A,A,A,,,,,,,,,,,,,,,,,,,,1,N,A,H,K,Y,,Y,Y,Y,Y,N,N,N,112121113132111222113112111223113113113111111111113111121311112121111321,05,06,00,014,018,068,5,2,2,4,4,5,52,38,34,46,45,53,56,11,5,36,32,60,24,0,0,0,0,0,0,1.0,13,0,14,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,14,0,0,0,0,0,0.5,0,0,0,14,0,0,0,13,0,1.0,,,,,2,3.7,4.0,3.5,4.0,3.5,2,,20A,242332122313432323312432424434232143211112433,533133413112433151522312452415323224,3324121431322412114121244,121334231412434133322213342213,101010111101100001011010000000001011100010001,101000100001000100001000010011000000,0111010100110011010011101,110101111010000100001110000010,19,09,14,13,972c04b8907cfd1c769c92b8d4a510a4e5fd1eebd38fa20003,25e04e1cc5f2a67f6ed20f6cb3d04d,32,0dd7633498,d7f526441b,,,,,,,,,,,,,
V4549000,410935,41,913,Y,410935,lastName122,firstName122,m,7a3,20870817,0,4,10,20201007,10,10,08,16,14,15,13,16,03,04,05,04,00,01,02,01,00,11,04,05,02,01,04,01,05,06,10,15,17,12,16,13,17,12,14,15,17,09,14,16,19,13,19,15,20,13,16,16,19,10,43,26,34,20,41,,A,A,B,B,,1,,,,,,,,,,,,,,,,,,,N,B,G,,Y,,Y,N,Y,Y,N,N,N,123211313121313311213111311111233112323112213211313122312211,09,12,00,027,023,050,4,7,3,7,4,4,47,61,41,60,45,44,39,86,18,85,32,28,23,24,4,4,0,0,0,4.0,2,4,2,0,4,0,0,0,0,0,0,0,4.0,4,0,0,0,22,0,0,0,0,0,2.0,0,21,0,0,0,0,0,0,0,1.0,,2,,,0,,3.5,,2.0,1.0,2,,20A,2113122214134123424143324234211,544315421512124435342223335312332424,3422423113231232113421423,132421212334144312412324224132,110000010001110010010110000011000000000000000,110111100101101010101000100010000000,0010110010000001010011000,100010100000110000001001111000,12,15,08,10,f27ecb5af1ac9bd94ed383d1d8a7258785c603c8265d0a5d71,25e04e1cc5f2a67f6ed20f6cb3d04d,32,88bf63ce98,d27158be33,,,,,,,,,,,,,
V4549000,410935,41,913,Y,410935,lastName123,firstName123,m,7a3,19750816,f,6,10,20201007,10,10,10,15,14,12,13,14,04,06,05,02,01,00,00,00,01,08,04,04,03,01,04,00,03,08,12,14,16,12,16,10,14,12,14,13,15,11,16,14,18,13,19,13,18,13,16,14,17,20,31,26,14,20,20,,A,B,E,H,,,,,,,,,1,,,,,,,,,,,,N,A,E,W,N,,Y,N,N,Y,Y,N,N,212211221112212122212212221111213211212221322211213111222112322111312331,06,07,08,010,046,044,4,6,3,4,4,5,47,57,41,46,47,48,39,77,18,36,37,43,23,0,0,0,0,0,0,1.0,231,22,231,4 1,131,4 1,0,0,0,0,0,0,5.5,231,0,0,0,241,0,4 1,4 1,0,0,4.0,0,221,0,4 1,0,221,4 1,0,0,4.0,,,,,1,2.8,3.0,2.7,3.5,2.0,2,,20A,1121341324434143343 233141 4,1423342154221251  53253,2413322224324124133223243,114214 13414231333241244,011111101011110000001110010000000000000000000,010100001011100100011100000000000000,0000011000110100000110100,100001000010000000110101000000,15,10,08,07,6247f8d53de45538be4024e168c568a8c38028f09659392a6e,25e04e1cc5f2a67f6ed20f6cb3d04d,32,e3b0c44298,d30bd73dd0,,,,,,,,,,,,,
V4549000,410935,41,913,Y,410935,lastName124,firstName124,m,7a3,19910910,f,4,10,20201007,10,10,15,14,19,20,17,17,08,04,09,03,01,00,01,00,01,06,03,10,01,02,06,04,07,13,17,13,15,17,21,18,22,16,18,16,18,15,20,13,17,17,23,19,24,17,20,17,20,49,20,56,71,52,50,,A,B,H,H,,,,,,,,,,,,,,,,,,,,1,N,A,H,W,N,,N,Y,N,Y,N,N,Y,223122123132213232223131312211113322213121222232123131332212222322323333,03,04,05,031,044,025,6,6,4,7,5,8,54,54,47,60,51,64,66,67,37,85,54,92,131,3 1,3 1,3 1,0,0,0,2.0,131,3 1,131,0,0,0,0,0,0,0,0,0,1.5,12,0,0,0,141,0,14,51,0,0,2.0,0,121,0,131,0,0,0,0,0,1.0,,,,,1,2.8,3.0,3.0,2.8,2.5,2,,20A,442131122343441343332331432421434111232344441,142235514525243412233341431211215115,2414421411143412411321144,123343212243134242212211223311,001110111111100011001110001011100000100001000,010001000110000001010000000010000101,0001110110001011011011001,111100100100100010101110110111,21,09,13,17,4724a0a7a1e64647bbcec19904c6462ddea1edfc9ec69fb358,25e04e1cc5f2a67f6ed20f6cb3d04d,32,88bf63ce98,db101058ff,,,,,,,,,,,,,
V4549000,410935,41,913,Y,410935,lastName125,firstName125,m,7a3,19240506,f,4,10,20201007,10,10,07,13,15,11,12,12,05,01,04,03,01,01,00,00,01,03,02,04,03,02,02,02,02,05,09,12,14,13,17,09,13,11,13,11,13,08,13,12,16,14,20,12,17,12,15,12,15,06,10,32,09,12,06,,C,B,B,B,,,,,,,,,,,,,,,,,,,,1,N,A,H,W,Y,,Y,Y,Y,Y,Y,N,N,12322323222321223211221223221322311222312233121222111311,,,,021,050,029,,,,,,,00,00,00,00,00,00,,,,,,,11,62,3,3,0,0,0,2.5,3,0,4,0,0,0,12,0,0,0,0,0,2.0,0,13,0,0,3,0,0,0,0,51,1.5,0,0,0,0,3,0,11,0,0,1.0,,,,,0,1.7,1.7,2.0,2.0,1.0,2,,20A,132112221224144332334213111443411211411222434,141442532122313453123322425441413135,1413224433313212412122131,112341313321414221423113123223,001100010000000000000001110000110100000100000,010000010011000000000000000000000101,1000010100101011010010000,100100000001000001000010010000,10,06,09,06,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca4,25e04e1cc5f2a67f6ed20f6cb3d04d,32,e3b0c44298,cf3d479422,,,,,,,,,,,,,
